trajectory_id,t,split,action,reward,logged_behavior_action,always_eco_action,never_eco_action,heuristic_risk_rule_action,non_causal_fqi_action,causal_fqi_action,causal_no_history_fqi_action,causal_no_vehicle_id_fqi_action
12810,1,test,0,-2.2486,0,1,0,0,0,0,0,0
12810,2,test,0,-0.8502000000000001,0,1,0,1,1,0,0,0
12810,3,test,1,-0.6436000000000001,1,1,0,0,1,1,1,1
12811,0,test,1,-2.329,1,1,0,1,1,0,0,0
12811,1,test,0,-1.1738,0,1,0,1,0,0,1,0
12811,2,test,1,-2.2386,1,1,0,1,1,1,1,1
12812,0,test,1,-0.883,1,1,0,1,1,1,1,1
12812,1,test,1,-12.1982,1,1,0,0,1,0,0,0
12812,2,test,1,-0.596,1,1,0,1,1,1,1,1
12812,3,test,0,-0.5808,0,1,0,0,1,1,0,0
12812,4,test,1,-3.0832,1,1,0,0,0,1,1,1
12812,5,test,1,-26.1106,1,1,0,0,0,0,0,0
12812,6,test,1,-0.3808,1,1,0,1,1,1,1,1
12812,7,test,1,-0.6212,1,1,0,1,0,1,0,1
12813,0,test,1,-2.3652,1,1,0,1,1,1,1,1
12813,1,test,0,-3.149,0,1,0,1,1,1,0,0
12813,2,test,1,-6.642,1,1,0,0,0,1,1,0
12813,3,test,1,-0.6766000000000001,1,1,0,0,1,1,1,1
12813,4,test,1,-0.6230000000000001,1,1,0,0,1,1,1,0
12813,5,test,1,-12.2414,1,1,0,0,1,1,1,1
12814,0,test,0,-1.6116,0,1,0,1,1,1,0,1
12814,1,test,0,-34.0704,0,1,0,0,1,0,0,0
12814,2,test,0,-12.8466,0,1,0,1,1,0,0,0
12814,3,test,1,-2.914,1,1,0,1,1,1,1,1
12815,0,test,0,-8.0184,0,1,0,1,0,1,0,0
12815,1,test,0,-3.7082,0,1,0,1,0,1,1,1
12815,2,test,1,-0.4881999999999999,1,1,0,1,1,1,1,1
12815,3,test,1,-2.4432,1,1,0,1,1,1,1,1
12815,4,test,1,-0.5062000000000001,1,1,0,0,1,1,1,1
12815,5,test,1,-0.9956,1,1,0,0,0,1,1,0
12815,6,test,0,-12.5574,0,1,0,0,0,1,1,1
12815,7,test,1,-2.7078,1,1,0,0,1,1,1,1
12815,8,test,1,-2.1342,1,1,0,0,1,0,0,0
12815,9,test,0,-0.6656,0,1,0,1,0,1,0,0
12816,0,test,1,-0.7806000000000001,1,1,0,0,0,0,0,0
12816,1,test,1,-12.8406,1,1,0,1,1,1,0,0
12816,2,test,0,-0.5386000000000001,0,1,0,0,0,0,0,0
12817,0,test,1,-2.8876,1,1,0,1,1,1,1,1
12817,1,test,0,-2.6134,0,1,0,0,0,1,1,1
12817,2,test,1,-0.8124000000000001,1,1,0,1,1,1,1,1
12817,3,test,1,-15.483,1,1,0,0,1,1,1,1
12817,4,test,1,-2.6154,1,1,0,0,0,0,0,0
12817,5,test,1,-24.991,1,1,0,0,0,0,0,0
12818,0,test,1,-0.7474000000000001,1,1,0,0,1,1,1,0
12818,1,test,1,-12.764,1,1,0,1,1,1,1,1
12818,2,test,0,-3.0708,0,1,0,1,0,1,1,0
12818,3,test,0,-24.1434,0,1,0,0,0,0,0,0
12818,4,test,0,-1.1980000000000002,0,1,0,1,0,0,1,0
12818,5,test,1,-0.47,1,1,0,0,1,1,1,0
12818,6,test,0,-0.5264000000000001,0,1,0,1,0,0,0,0
12818,7,test,0,-2.5516,0,1,0,1,0,0,0,0
12818,8,test,0,-2.7476000000000003,0,1,0,1,0,0,0,0
12818,9,test,0,-12.421,0,1,0,0,0,0,0,0
12818,10,test,1,-2.8326,1,1,0,1,1,1,1,1
12819,0,test,0,-1.3366,0,1,0,1,0,1,1,0
12819,1,test,1,-22.247400000000003,1,1,0,0,0,1,0,0
12819,2,test,0,-0.5982000000000001,0,1,0,1,0,0,0,0
12819,3,test,0,-0.94,0,1,0,1,1,0,1,0
12819,4,test,0,-1.1084,0,1,0,1,0,0,1,0
12819,5,test,0,-2.945,0,1,0,0,1,0,0,0
12819,6,test,0,-12.7226,0,1,0,1,0,0,1,0
12819,7,test,0,-0.7612000000000001,0,1,0,1,0,1,0,0
12820,0,test,0,-0.3192,0,1,0,1,0,0,0,0
12820,1,test,0,-18.7288,0,1,0,0,1,1,1,1
12820,2,test,0,-2.9604000000000004,0,1,0,0,1,0,0,0
12820,3,test,1,-2.2826,1,1,0,1,1,1,1,1
12821,0,test,1,-0.0564,1,1,0,1,1,1,1,1
12821,1,test,0,-1.1142,0,1,0,1,0,0,0,0
12821,2,test,0,-2.2486,0,1,0,1,0,0,0,0
12821,3,test,0,-2.508,0,1,0,0,0,0,0,0
12822,0,test,1,-0.6134000000000001,1,1,0,1,1,1,1,1
12822,1,test,1,-30.184800000000003,1,1,0,0,0,0,0,0
12822,2,test,1,-0.653,1,1,0,1,1,1,1,1
12822,3,test,1,-2.9966,1,1,0,0,1,1,1,1
12822,4,test,0,-0.7714000000000001,0,1,0,0,0,0,0,0
12822,5,test,1,-2.3326,1,1,0,1,1,1,1,1
12822,6,test,1,-0.1742,1,1,0,1,1,1,1,1
12823,0,test,1,-4.1298,1,1,0,0,1,1,1,1
12823,1,test,1,-0.5954,1,1,0,0,0,1,1,1
12823,2,test,0,-3.4746,0,1,0,1,0,0,0,0
12823,3,test,1,-2.5648,1,1,0,0,0,0,0,0
12823,4,test,1,-12.628,1,1,0,0,0,1,0,1
12823,5,test,0,-3.6176,0,1,0,1,0,0,1,0
12823,6,test,1,-11.6174,1,1,0,0,1,1,1,1
12823,7,test,1,-0.507,1,1,0,1,0,1,0,1
12823,8,test,1,-0.8826,1,1,0,1,1,1,1,1
12824,0,test,1,-2.4724,1,1,0,1,1,0,0,0
12824,1,test,0,-2.8002,0,1,0,1,0,0,0,0
12824,2,test,1,-10.8762,1,1,0,1,1,1,0,1
12824,3,test,1,-0.2057999999999999,1,1,0,1,1,0,0,1
12824,4,test,0,-17.403,0,1,0,0,0,0,0,0
12824,5,test,1,-0.5976,1,1,0,1,1,1,0,1
12824,6,test,1,-2.7894,1,1,0,1,1,0,0,0
12824,7,test,0,-10.9104,0,1,0,1,0,0,0,0
12825,0,test,0,-1.2356,0,1,0,0,0,0,0,0
12825,1,test,1,-8.0362,1,1,0,0,0,1,1,1
12825,2,test,1,-23.266,1,1,0,1,1,1,0,1
12825,3,test,0,-3.0504,0,1,0,1,0,1,1,1
12825,4,test,0,-15.3332,0,1,0,0,0,0,0,0
12825,5,test,1,-2.8044,1,1,0,1,1,0,1,1
12825,6,test,1,-1.4202,1,1,0,1,1,1,1,1
12826,0,test,1,-3.1084,1,1,0,1,1,0,0,1
12826,1,test,1,-10.7498,1,1,0,1,1,1,1,1
12826,2,test,1,-10.8618,1,1,0,1,1,0,1,0
12826,3,test,0,-2.5552,0,1,0,1,0,1,0,1
12826,4,test,1,-2.602,1,1,0,1,1,1,1,1
12827,0,test,1,-12.3044,1,1,0,0,0,0,0,0
12827,1,test,1,-1.026,1,1,0,0,1,0,1,0
12827,2,test,0,-15.147200000000002,0,1,0,0,1,0,0,0
12827,3,test,1,-0.378,1,1,0,0,1,1,1,1
12827,4,test,0,-2.5118,0,1,0,0,1,1,1,1
12827,5,test,0,-0.7798,0,1,0,1,0,0,0,0
12828,0,test,1,-2.53,1,1,0,1,0,0,0,0
12829,0,test,1,-22.0664,1,1,0,0,0,0,0,0
12829,1,test,0,-2.369,0,1,0,1,0,0,0,0
12829,2,test,0,-12.3932,0,1,0,1,0,0,0,0
12830,0,test,1,-13.8476,1,1,0,0,0,0,0,1
12830,1,test,1,-13.583,1,1,0,0,1,1,1,1
12830,2,test,0,-2.7574,0,1,0,1,0,1,1,1
12830,3,test,1,-12.6374,1,1,0,0,1,1,1,1
12830,4,test,0,-0.6274000000000001,0,1,0,1,0,0,0,1
12831,0,test,0,-7.6832,0,1,0,0,1,0,1,1
12831,1,test,1,-2.5442,1,1,0,0,1,1,1,1
12831,2,test,1,-16.933,1,1,0,0,0,1,1,1
12831,3,test,1,-8.2902,1,1,0,0,0,0,0,0
12831,4,test,0,-3.318,0,1,0,0,0,0,0,0
12832,0,test,1,-27.101,1,1,0,0,0,0,0,0
12832,1,test,1,-3.072,1,1,0,1,0,0,0,1
12832,2,test,1,-0.7132000000000001,1,1,0,1,1,0,0,0
12832,3,test,1,-2.7806,1,1,0,1,1,1,1,1
12832,4,test,1,-0.9482,1,1,0,1,1,1,1,1
12833,0,test,1,-0.7170000000000001,1,1,0,1,1,1,1,1
12834,0,test,1,-0.0622,1,1,0,0,1,1,1,1
12834,1,test,0,-0.7184,0,1,0,1,1,1,1,0
12834,2,test,0,-2.901,0,1,0,1,0,0,0,0
12834,3,test,0,-31.6758,0,1,0,0,0,0,0,0
12834,4,test,1,-2.588,1,1,0,1,1,1,1,1
12835,0,test,0,-0.8980000000000001,0,1,0,1,1,1,1,0
12835,1,test,1,-2.6114,1,1,0,1,1,1,1,1
12835,2,test,1,-0.6854,1,1,0,1,1,0,1,1
12835,3,test,1,-0.9706,1,1,0,1,1,1,1,0
12835,4,test,1,-0.4934,1,1,0,1,1,1,1,1
12835,5,test,1,-3.2094,1,1,0,1,1,1,1,1
12835,6,test,0,-1.086,0,1,0,1,0,0,0,0
12836,0,test,1,-1.1322,1,1,0,1,1,1,1,1
12836,1,test,0,-2.6548,0,1,0,0,0,0,0,0
12836,2,test,0,-12.9196,0,1,0,1,0,0,0,0
12836,3,test,0,-15.1438,0,1,0,0,0,1,1,1
12836,4,test,1,-2.6818,1,1,0,1,1,1,1,1
12836,5,test,1,-0.088,1,1,0,1,1,1,1,1
12836,6,test,1,-2.6688,1,1,0,1,1,1,1,1
12836,7,test,1,-2.4666,1,1,0,1,1,1,1,1
12836,8,test,1,-2.4142,1,1,0,1,1,1,1,1
12837,0,test,1,-0.2842,1,1,0,1,1,1,1,1
12837,1,test,1,-3.0462,1,1,0,0,0,1,1,1
12837,2,test,0,-12.7048,0,1,0,1,1,1,1,1
12837,3,test,1,-10.6038,1,1,0,1,0,1,1,1
12838,0,test,0,-3.1038,0,1,0,0,1,1,1,0
12838,1,test,1,-6.1864,1,1,0,0,0,1,1,1
12838,2,test,1,-2.1036,1,1,0,1,1,1,0,0
12838,3,test,1,-2.3824,1,1,0,1,1,1,1,1
12838,4,test,0,-2.8714,0,1,0,1,1,1,0,0
12838,5,test,0,-0.8310000000000001,0,1,0,1,0,1,1,1
12838,6,test,1,-2.7016,1,1,0,1,1,1,1,1
12838,7,test,0,-32.4348,0,1,0,0,0,0,0,0
12839,0,test,0,-2.5514,0,1,0,1,0,0,0,0
12839,1,test,0,-2.7664,0,1,0,0,0,0,0,0
12839,2,test,0,-17.166,0,1,0,0,1,0,0,0
12839,3,test,0,-2.9676,0,1,0,1,0,0,0,1
12839,4,test,1,-17.876800000000003,1,1,0,0,0,0,0,0
12839,5,test,1,-7.8002,1,1,0,1,0,0,0,0
12839,6,test,0,-3.024,0,1,0,1,0,1,0,0
12839,7,test,0,-0.9646,0,1,0,1,0,0,0,0
12839,8,test,0,-12.1738,0,1,0,0,0,1,1,1
12839,9,test,0,-2.9116,0,1,0,1,0,1,0,0
12839,10,test,1,-2.6028,1,1,0,0,1,1,1,1
12839,11,test,0,-2.3566000000000003,0,1,0,1,0,1,1,0
12839,12,test,1,-5.2804,1,1,0,0,0,0,0,0
12840,0,test,0,-2.5940000000000003,0,1,0,0,0,0,0,0
12840,1,test,1,-14.0926,1,1,0,0,0,0,0,0
12840,2,test,0,-41.6406,0,1,0,0,0,0,0,0
12840,3,test,0,-2.382,0,1,0,1,0,1,1,1
12840,4,test,0,-0.5972000000000001,0,1,0,0,0,0,0,1
12840,5,test,1,-0.8278000000000001,1,1,0,1,1,1,1,1
12840,6,test,1,-20.8296,1,1,0,0,0,1,1,1
12840,7,test,1,-15.4732,1,1,0,0,0,0,0,0
12840,8,test,1,-10.5524,1,1,0,0,0,0,1,0
12841,0,test,0,-3.016,0,1,0,0,0,0,0,0
12841,1,test,1,-2.8744,1,1,0,1,0,0,1,0
12841,2,test,0,-2.8626,0,1,0,0,0,0,0,0
12841,3,test,1,-2.3194,1,1,0,1,1,1,1,1
12841,4,test,0,-11.4902,0,1,0,0,0,1,1,1
12841,5,test,0,-3.3864,0,1,0,1,0,0,0,0
12842,0,test,1,-4.166,1,1,0,0,0,1,1,1
12842,1,test,1,-12.989,1,1,0,1,1,1,1,1
12842,2,test,0,-2.8236,0,1,0,1,0,0,0,0
12842,3,test,0,-2.4864,0,1,0,1,0,0,0,0
12842,4,test,1,-16.1618,1,1,0,0,1,0,0,0
12842,5,test,1,-0.8474,1,1,0,1,1,1,1,1
12842,6,test,1,-2.2456,1,1,0,1,1,0,0,0
12842,7,test,0,-3.0374,0,1,0,0,0,0,0,0
12842,8,test,1,-1.3234,1,1,0,1,0,1,1,1
12842,9,test,0,-16.587600000000002,0,1,0,0,0,0,0,0
12842,10,test,0,-12.8902,0,1,0,0,1,0,0,0
12842,11,test,0,-2.4944,0,1,0,1,1,0,0,0
12842,12,test,0,-2.9382,0,1,0,1,1,1,1,0
12843,0,test,0,-2.9212,0,1,0,1,1,0,0,0
12843,1,test,0,-2.131,0,1,0,0,0,0,0,0
12844,0,test,0,-1.3522,0,1,0,1,0,0,0,1
12844,1,test,0,-0.4316,0,1,0,1,0,0,0,0
12844,2,test,0,-13.0982,0,1,0,0,0,0,0,1
12844,3,test,1,-3.4002,1,1,0,0,0,1,1,1
12844,4,test,0,-0.2836,0,1,0,1,1,0,0,1
12844,5,test,0,-13.880400000000002,0,1,0,0,0,1,1,1
12845,0,test,1,-0.9604,1,1,0,1,1,1,1,1
12845,1,test,1,-12.8388,1,1,0,1,1,1,0,1
12845,2,test,0,-2.2468,0,1,0,1,0,1,0,1
12845,3,test,0,-2.233,0,1,0,1,0,1,1,1
12845,4,test,0,-28.6362,0,1,0,0,0,0,0,0
12845,5,test,0,-0.9756,0,1,0,1,0,1,1,1
12845,6,test,1,-0.6804000000000001,1,1,0,1,1,1,1,1
12846,0,test,0,-0.996,0,1,0,1,0,0,0,0
12846,1,test,0,-12.7762,0,1,0,1,0,0,0,0
12846,2,test,0,-1.1726,0,1,0,1,0,0,0,0
12846,3,test,0,-0.73,0,1,0,1,0,0,0,0
12846,4,test,0,-0.5322,0,1,0,0,0,0,0,0
12847,0,test,0,-0.6366,0,1,0,1,0,1,1,1
12847,1,test,1,-14.161,1,1,0,0,0,0,0,0
12847,2,test,0,-12.459,0,1,0,1,0,1,1,1
12847,3,test,1,-11.3,1,1,0,0,0,1,1,1
12847,4,test,0,-11.0758,0,1,0,0,1,0,0,0
12847,5,test,1,-0.657,1,1,0,0,1,1,1,1
12847,6,test,1,-3.401,1,1,0,1,0,1,1,1
12847,7,test,1,-2.6538,1,1,0,1,1,1,1,1
12847,8,test,0,-16.8244,0,1,0,0,0,0,0,0
12847,9,test,0,-0.6622,0,1,0,1,0,0,0,0
12848,0,test,1,-2.866,1,1,0,0,0,0,0,0
12848,1,test,1,-0.5317999999999999,1,1,0,1,0,1,1,1
12848,2,test,1,-0.3968,1,1,0,0,1,1,0,0
12848,3,test,1,-0.6536,1,1,0,1,1,1,1,1
12848,4,test,1,-14.4226,1,1,0,0,0,0,0,0
12848,5,test,0,-0.8252000000000002,0,1,0,0,0,0,0,0
12848,6,test,0,-2.5534,0,1,0,1,0,0,0,0
12849,0,test,0,-0.6064,0,1,0,0,0,0,0,0
12849,1,test,0,-2.9982,0,1,0,1,0,0,0,0
12849,2,test,1,-27.5186,1,1,0,0,0,0,0,0
12849,3,test,1,-2.9798,1,1,0,1,1,0,1,1
12849,4,test,1,-2.8186,1,1,0,1,1,1,1,1
12849,5,test,0,-13.1342,0,1,0,0,0,0,0,0
12849,6,test,0,-2.6988000000000003,0,1,0,1,0,0,0,0
12850,0,test,1,-0.2234,1,1,0,1,1,1,1,1
12850,1,test,1,-13.4372,1,1,0,0,0,1,0,0
12850,2,test,0,-3.9672,0,1,0,1,1,1,1,1
12850,3,test,0,-14.6844,0,1,0,0,0,0,0,0
12850,4,test,1,-16.0004,1,1,0,0,1,0,0,0
12850,5,test,0,-0.1514,0,1,0,1,0,0,0,1
12851,0,test,1,-0.6626000000000001,1,1,0,1,1,1,1,0
12851,1,test,1,-1.1872,1,1,0,1,1,1,1,1
12851,2,test,1,-0.9338,1,1,0,0,0,0,0,1
12851,3,test,1,-3.1498,1,1,0,1,1,0,1,0
12851,4,test,0,-2.1808,0,1,0,0,0,0,0,0
12852,0,test,0,-0.8308,0,1,0,0,0,0,0,0
12852,1,test,0,-4.4092,0,1,0,0,0,0,0,0
12852,2,test,1,-2.514,1,1,0,0,0,0,0,0
12852,3,test,0,-0.7874,0,1,0,1,0,0,0,0
12852,4,test,1,-7.6036,1,1,0,0,0,0,0,0
12852,5,test,1,-0.7568,1,1,0,1,1,1,1,1
12853,0,test,1,-0.8788,1,1,0,1,1,1,1,1
12853,1,test,1,-2.3446,1,1,0,0,1,1,0,1
12853,2,test,1,-0.5584,1,1,0,0,1,1,1,1
12853,3,test,0,-2.7864,0,1,0,1,0,1,0,1
12853,4,test,1,-25.0636,1,1,0,0,0,0,0,0
12853,5,test,0,-21.6878,0,1,0,0,0,1,1,1
12853,6,test,0,-0.5428000000000001,0,1,0,1,0,0,0,1
12853,7,test,1,-0.3816,1,1,0,1,1,1,1,1
12854,0,test,1,-0.4518,1,1,0,1,1,1,1,1
12854,1,test,1,-0.124,1,1,0,1,1,1,1,1
12854,2,test,1,-2.9922,1,1,0,0,0,0,1,0
12854,3,test,1,-0.6858,1,1,0,1,1,1,1,1
12854,4,test,1,-8.712800000000001,1,1,0,0,1,0,0,0
12854,5,test,1,-0.1128,1,1,0,1,1,1,1,1
12855,0,test,0,-4.5562,0,1,0,0,0,0,0,0
12855,1,test,1,-2.6076,1,1,0,0,1,1,1,1
12855,2,test,1,-0.4066,1,1,0,1,1,1,1,1
12855,3,test,0,-10.8042,0,1,0,1,0,0,0,0
12855,4,test,1,-14.4752,1,1,0,0,0,0,0,0
12856,0,test,0,-2.1228,0,1,0,1,0,0,0,0
12856,1,test,1,-0.5512,1,1,0,1,1,0,0,1
12856,2,test,1,-3.0098000000000003,1,1,0,1,1,1,1,1
12856,3,test,0,-0.6854,0,1,0,1,0,0,0,0
12856,4,test,0,-0.577,0,1,0,1,0,0,0,0
12856,5,test,1,-2.1762,1,1,0,1,1,1,1,1
12857,0,test,1,-2.8024,1,1,0,1,1,0,0,0
12857,1,test,1,-3.4450000000000003,1,1,0,1,0,0,0,0
12857,2,test,0,-13.4378,0,1,0,0,0,0,0,0
12857,3,test,1,-0.5536,1,1,0,1,1,1,1,1
12857,4,test,0,-0.7534000000000001,0,1,0,1,0,0,0,0
12857,5,test,1,-2.3172,1,1,0,0,1,0,1,1
12857,6,test,1,-2.6988000000000003,1,1,0,1,1,1,1,1
12858,0,test,1,-13.0978,1,1,0,1,1,0,0,0
12858,1,test,0,-0.5494,0,1,0,1,1,0,1,0
12858,2,test,0,-2.6792,0,1,0,0,0,1,1,1
12858,3,test,0,-0.8416000000000001,0,1,0,1,1,0,0,0
12858,4,test,1,-0.3964,1,1,0,1,1,1,1,1
12858,5,test,0,-2.9514,0,1,0,1,0,0,0,0
12859,0,test,1,-0.7628,1,1,0,1,1,1,1,1
12859,1,test,1,-2.4226,1,1,0,1,1,1,1,1
12859,2,test,1,-0.6372,1,1,0,0,0,0,1,0
12859,3,test,1,-2.7502,1,1,0,1,1,1,1,1
12859,4,test,0,-7.877,0,1,0,0,0,0,0,0
12859,5,test,0,-2.65,0,1,0,1,0,0,0,1
12859,6,test,0,-2.818,0,1,0,1,0,0,0,0
12859,7,test,1,-2.3708,1,1,0,1,1,1,1,1
12859,8,test,1,-2.0916,1,1,0,0,0,0,0,0
12860,0,test,0,-2.7046,0,1,0,0,1,0,0,0
12860,1,test,0,-10.5718,0,1,0,0,0,0,0,0
12860,2,test,1,-2.6564,1,1,0,1,1,1,1,1
12860,3,test,1,-0.801,1,1,0,0,1,1,1,1
12860,4,test,1,-0.5686,1,1,0,1,1,1,1,1
12861,0,test,1,-0.8296,1,1,0,1,1,0,1,0
12861,1,test,1,-0.3344,1,1,0,1,1,1,1,0
12861,2,test,0,-2.6614,0,1,0,1,0,0,0,0
12861,3,test,0,-2.9274,0,1,0,1,0,0,0,0
12862,0,test,1,-0.926,1,1,0,1,0,0,0,0
12862,1,test,1,-19.6316,1,1,0,0,0,0,0,0
12862,2,test,1,-28.9578,1,1,0,0,0,0,0,0
12862,3,test,1,-0.6406000000000001,1,1,0,1,1,1,1,1
12862,4,test,0,-0.2952,0,1,0,0,1,0,0,0
12862,5,test,1,-0.3974,1,1,0,1,1,1,1,1
12863,0,test,1,-0.515,1,1,0,0,0,0,0,0
12863,1,test,1,-2.7542,1,1,0,1,1,1,1,0
12863,2,test,1,-2.8258,1,1,0,1,1,1,1,1
12863,3,test,1,-2.1674,1,1,0,1,1,1,1,1
12863,4,test,1,-2.0976,1,1,0,1,1,1,1,1
12863,5,test,0,-0.2556,0,1,0,0,0,0,0,0
12864,0,test,1,-2.4408,1,1,0,1,1,1,1,1
12864,1,test,1,-2.5664,1,1,0,0,1,0,1,1
12864,2,test,1,-3.0068,1,1,0,1,1,1,1,1
12864,3,test,0,-2.4412000000000003,0,1,0,0,0,1,1,1
12864,4,test,1,-13.1526,1,1,0,0,1,1,1,1
12864,5,test,0,-0.1324,0,1,0,1,0,0,0,0
12864,6,test,0,-2.6498,0,1,0,1,0,0,0,0
12864,7,test,1,-1.3172,1,1,0,1,1,1,1,1
12865,0,test,1,-0.7898000000000001,1,1,0,1,1,0,0,0
12865,1,test,1,-2.9406,1,1,0,0,0,0,1,1
12865,2,test,1,-0.202,1,1,0,0,1,0,0,0
12865,3,test,1,-5.8278,1,1,0,0,1,0,0,0
12865,4,test,1,-2.8032,1,1,0,1,1,1,1,1
12865,5,test,1,-0.8116,1,1,0,1,1,1,1,1
12865,6,test,1,-0.2338,1,1,0,0,0,1,1,1
12865,7,test,1,-12.5322,1,1,0,0,1,0,0,1
12865,8,test,1,-0.159,1,1,0,1,1,1,1,1
12865,9,test,1,-0.2542,1,1,0,1,1,1,1,1
12865,10,test,0,-0.8462000000000001,0,1,0,1,0,0,0,1
12865,11,test,1,-19.8614,1,1,0,0,0,0,0,0
12865,12,test,1,-0.647,1,1,0,0,1,1,1,1
12865,13,test,0,-0.4472,0,1,0,1,0,0,0,0
12866,0,test,0,-13.540400000000002,0,1,0,0,0,0,0,0
12866,1,test,1,-2.7606,1,1,0,0,1,1,1,1
12866,2,test,1,-1.2354,1,1,0,1,1,1,1,1
12866,3,test,0,-0.5526,0,1,0,1,0,0,0,0
12866,4,test,0,-2.8202,0,1,0,1,0,1,1,0
12866,5,test,0,-0.8476000000000001,0,1,0,1,0,1,0,0
12866,6,test,1,-2.5546,1,1,0,0,1,1,1,1
12866,7,test,1,-1.9872,1,1,0,0,1,0,0,1
12867,0,test,1,-0.4052,1,1,0,0,1,0,0,0
12867,1,test,0,-2.4956,0,1,0,0,0,0,0,0
12867,2,test,1,-2.8574,1,1,0,1,0,0,1,1
12867,3,test,1,-1.0948,1,1,0,0,0,0,0,0
12867,4,test,1,-2.2358,1,1,0,1,1,1,1,1
12867,5,test,1,-0.4317999999999999,1,1,0,1,0,0,0,0
12867,6,test,1,-0.5326,1,1,0,1,1,1,1,0
12867,7,test,1,-2.7062,1,1,0,1,1,1,1,1
12868,0,test,0,-13.2348,0,1,0,1,1,0,0,0
12868,1,test,1,-30.037,1,1,0,0,0,1,1,1
12868,2,test,1,-0.81,1,1,0,1,1,1,1,1
12869,0,test,1,-19.2718,1,1,0,0,0,0,0,0
12869,1,test,0,-11.156,0,1,0,0,0,0,0,0
12869,2,test,1,-2.8378,1,1,0,1,1,1,1,1
12869,3,test,1,-0.9344,1,1,0,1,1,1,1,1
12869,4,test,1,-0.9182,1,1,0,1,1,1,1,1
12869,5,test,1,-0.7016,1,1,0,1,1,1,1,1
12869,6,test,1,-2.8492,1,1,0,0,1,1,1,1
12869,7,test,1,-3.2908,1,1,0,0,0,0,0,0
12870,0,test,0,-2.6062000000000003,0,1,0,0,0,0,0,0
12870,1,test,1,-7.679600000000001,1,1,0,0,1,1,1,1
12870,2,test,0,-2.6732,0,1,0,1,0,0,0,0
12870,3,test,0,-0.8404,0,1,0,1,0,1,1,0
12871,0,test,0,-0.759,0,1,0,1,1,0,0,0
12871,1,test,1,-0.5884,1,1,0,1,1,1,1,1
12871,2,test,1,-12.1352,1,1,0,0,1,1,1,1
12871,3,test,1,-15.8158,1,1,0,0,0,1,1,1
12871,4,test,0,-2.756,0,1,0,0,0,0,0,0
12871,5,test,1,-3.1692,1,1,0,0,1,1,1,1
12871,6,test,0,-2.8882,0,1,0,0,0,0,0,0
12871,7,test,0,-12.4246,0,1,0,1,0,0,0,0
12871,8,test,0,-18.215,0,1,0,0,0,0,0,0
12871,9,test,1,-0.7214,1,1,0,1,1,1,1,1
12871,10,test,0,-2.9534,0,1,0,1,1,0,0,0
12871,11,test,0,-12.7874,0,1,0,1,1,0,0,0
12871,12,test,0,-2.4602,0,1,0,1,0,0,0,0
12872,0,test,0,-2.214,0,1,0,0,0,0,0,0
12872,1,test,0,-1.2468,0,1,0,1,0,1,0,0
12872,2,test,1,-0.4174,1,1,0,0,1,0,1,1
12872,3,test,0,-7.4558,0,1,0,0,0,1,1,1
12872,4,test,1,-0.1646,1,1,0,1,1,1,1,1
12872,5,test,1,-2.9198,1,1,0,0,1,1,1,1
12872,6,test,1,-3.2212,1,1,0,1,0,1,1,1
12873,0,test,0,-14.1334,0,1,0,0,1,0,0,0
12873,1,test,0,-0.9374,0,1,0,1,0,0,0,0
12873,2,test,0,-2.4404,0,1,0,0,0,0,0,1
12873,3,test,0,-0.5244,0,1,0,1,0,0,0,0
12873,4,test,1,-12.7876,1,1,0,0,0,0,0,0
12873,5,test,1,-0.5248,1,1,0,1,0,1,1,1
12873,6,test,1,-23.933,1,1,0,0,0,0,0,0
12873,7,test,1,-0.6292,1,1,0,0,1,0,0,0
12873,8,test,1,-0.1576,1,1,0,1,1,1,1,1
12873,9,test,1,-2.384,1,1,0,1,1,1,1,1
12874,0,test,1,-2.6734,1,1,0,0,0,0,0,0
12874,1,test,0,-0.9294,0,1,0,1,0,0,0,0
12874,2,test,0,-0.6154000000000001,0,1,0,1,0,0,0,0
12874,3,test,0,-3.9244,0,1,0,1,0,1,0,0
12874,4,test,0,-2.323,0,1,0,1,0,0,0,0
12874,5,test,1,-12.0832,1,1,0,0,0,0,0,0
12874,6,test,1,-12.2818,1,1,0,1,1,0,0,0
12874,7,test,0,-1.1252000000000002,0,1,0,1,1,0,0,0
12874,8,test,0,-0.5392,0,1,0,1,0,0,0,0
12874,9,test,1,-2.6226000000000003,1,1,0,0,1,1,1,1
12874,10,test,1,-0.1424,1,1,0,1,1,1,1,1
12875,0,test,1,-1.1962,1,1,0,1,1,1,1,1
12875,1,test,1,-8.3868,1,1,0,0,1,0,1,0
12875,2,test,1,-30.856,1,1,0,0,1,0,1,0
12875,3,test,1,-1.0706,1,1,0,1,1,1,1,1
12875,4,test,0,-2.2466,0,1,0,1,0,0,0,0
12875,5,test,1,-0.7664,1,1,0,1,1,1,1,1
12875,6,test,1,-12.0874,1,1,0,1,1,1,1,0
12875,7,test,1,-2.476,1,1,0,0,1,1,1,1
12875,8,test,0,-13.0718,0,1,0,1,0,0,0,0
12876,0,test,1,-3.077,1,1,0,0,0,0,0,0
12876,1,test,0,-3.0126,0,1,0,0,0,0,0,0
12876,2,test,1,-2.9316,1,1,0,0,1,0,1,1
12876,3,test,0,-22.3378,0,1,0,0,1,1,1,1
12876,4,test,0,-0.6886000000000001,0,1,0,0,0,0,0,0
